year,month,date,Season,dataSeason,company,track,volume_origin,volume_desc,volume,origin_round,round
2015,Aug,Aug-15,Q3,2015 Q3,提分宝,K12,200,200,200,Pre-A,Pre-A
2015,Oct,Oct-15,Q4,2015 Q4,提分威学堂,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,天赋通教育,Enrichment Programs,数百万人民币,200,200,Pre-A,Pre-A
2018,Aug,Aug-18,Q3,2018 Q3,天赋通教育,Enrichment Programs,1000万美元,6500,6500,Pre-A,Pre-A
2017,Aug,Aug-17,Q3,2017 Q3,天津培育空间教育,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,天天学农,Vocational Edu.,2000,2000,2000,Pre-A,Pre-A
2015,Aug,Aug-15,Q3,2015 Q3,条条,K12,1274,1274,1274,Seed/Angel,Seed/Angel
2014,Nov,Nov-14,Q4,2014 Q4,铁皮人科技,Early Childhood Edu.,2000,2000,2000,A,A
2017,Jul,Jul-17,Q3,2017 Q3,婷婷姐姐,Early Childhood Edu.,2200,2200,2200,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,婷婷姐姐,Early Childhood Edu.,5000,5000,5000,A,A
2015,Jan,Jan-15,Q1,2015 Q1,童伴教育,Early Childhood Edu.,500,500,500,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,童伴教育,Early Childhood Edu.,1000,1000,1000,Pre-A,Pre-A
2015,Dec,Dec-15,Q4,2015 Q4,童伴教育,Early Childhood Edu.,4500,4500,4500,A,A
2015,Sep,Sep-15,Q3,2015 Q3,童玩儿,Early Childhood Edu.,500,500,500,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,童王星,STEM,2000,2000,2000,Strategic Investment,Strategic Investment
2015,Jun,Jun-15,Q2,2015 Q2,童游,Study Abroad Services,1274,1274,1274,Seed/Angel,Seed/Angel
2016,Sep,Sep-16,Q3,2016 Q3,童游,Study Abroad Services,1000,1000,1000,Pre-A,Pre-A
2017,Jan,Jan-17,Q1,2017 Q1,童之趣,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,Aug,Aug-17,Q3,2017 Q3,图零直播,Vocational Edu.,6000,6000,6000,B,B
2016,Oct,Oct-16,Q4,2016 Q4,图样单词,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,土豆雅思,Language Learning,6500,6500,6500,Pre-A,Pre-A
2018,Mar,Mar-18,Q1,2018 Q1,兔比兔教育,Others,2000,2000,2000,Pre-A,Pre-A
2018,May,May-18,Q2,2018 Q2,团建队长,Vocational Edu.,100,100,100,Seed/Angel,Seed/Angel
2014,Nov,Nov-14,Q4,2014 Q4,托福easy姐,Language Learning,0,0,500,Seed/Angel,Seed/Angel
2015,Apr,Apr-15,Q2,2015 Q2,托福easy姐,Language Learning,1274,1274,1274,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,瓦力工厂,STEM,2000,2000,2000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,外教易教育,Language Learning,500,500,500,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,外教易教育,Language Learning,3000,3000,3000,Pre-A,Pre-A
2018,May,May-18,Q2,2018 Q2,外滩教育,Enrichment Programs,800,800,800,Pre-A,Pre-A
2016,Aug,Aug-16,Q3,2016 Q3,玩创Lab,STEM,702,702,702,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,玩创Lab,STEM,1500,1500,1500,Pre-A,Pre-A
2014,Apr,Apr-14,Q2,2014 Q2,万门大学,Vocational Edu.,200,200,200,Undiscloused,Undiscloused
2016,Sep,Sep-16,Q3,2016 Q3,万趣空间,Early Childhood Edu.,1300,1300,1300,Seed/Angel,Seed/Angel
2014,Jul,Jul-14,Q3,2014 Q3,万学教育,Vocational Edu.,13000,13000,13000,C,C
2018,Jan,Jan-18,Q1,2018 Q1,万域芳菲,Enrichment Programs,2000,2000,2000,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,微谷中国,Vocational Edu.,2000,2000,2000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,微课之家,SaaS & Informatization,2500,2500,2500,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,微芒教育,Language Learning,未透露,0,0,Seed/Angel,Seed/Angel
2017,Sep,Sep-17,Q3,2017 Q3,微视酷,SaaS & Informatization,3000,3000,3000,A,A
2016,Sep,Sep-16,Q3,2016 Q3,微视酷科技,SaaS & Informatization,1000,1000,1000,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,微校,SaaS & Informatization,千万级,1000,1000,Pre-A,Pre-A
2015,Oct,Oct-15,Q4,2015 Q4,微学-辅导圈,K12,2000,2000,2000,A,A
2016,Jan,Jan-16,Q1,2016 Q1,微语言,Language Learning,1000,1000,1000,Pre-A,Pre-A
2017,Feb,Feb-17,Q1,2017 Q1,微语言,Language Learning,5000,5000,5000,A,A
2017,Aug,Aug-17,Q3,2017 Q3,微语言,Language Learning,3000,3000,3000,A+,A
2017,May,May-17,Q2,2017 Q2,微早教,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,Dec,Dec-17,Q4,2017 Q4,微早教,Early Childhood Edu.,1000,1000,1000,Pre-A,Pre-A
2017,Sep,Sep-17,Q3,2017 Q3,韦林文化,Language Learning,2000,2000,2000,Pre-A,Pre-A
2017,Mar,Mar-17,Q1,2017 Q1,唯童,Enrichment Programs,未透露,0,0,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,唯童,Enrichment Programs,未透露,0,0,A,A
2016,Jan,Jan-16,Q1,2016 Q1,唯医网,Vocational Edu.,1000万美元,6500,6500,A,A
2017,Aug,Aug-17,Q3,2017 Q3,唯医网,Vocational Edu.,2770万美元,18005,18005,A+,A
2018,Aug,Aug-18,Q3,2018 Q3,唯医网,Vocational Edu.,未透露,0,0,B,B
2017,Apr,Apr-17,Q2,2017 Q2,维欧诺一,Study Abroad Services,200,200,200,Pre-A,Pre-A
2018,Jul,Jul-18,Q3,2018 Q3,维欧艺术联盟,Study Abroad Services,2000万人民币,2000,2000,A,A
2017,Jul,Jul-17,Q3,2017 Q3,未来大师,Enrichment Programs,5000,5000,5000,Seed/Angel,Seed/Angel
2016,Dec,Dec-16,Q4,2016 Q4,未来偶像,Enrichment Programs,900,900,900,A,A
2016,Mar,Mar-16,Q1,2016 Q1,未来王国,Early Childhood Edu.,20,20,20,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,未徕科技学堂,STEM,数百万人民币,200,200,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,文启优思,K12,2000,2000,2000,A,A
2014,Jun,Jun-14,Q2,2014 Q2,闻题鸟TiBird,K12,200,200,200,Seed/Angel,Seed/Angel
2015,Jul,Jul-15,Q3,2015 Q3,我的班,K12,0,0,800,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,我思教育,Enrichment Programs,未透露,0,0,Pre-A,Pre-A
2018,Aug,Aug-18,Q3,2018 Q3,我思教育,Enrichment Programs,未透露,0,0,A,A
2014,Dec,Dec-14,Q4,2014 Q4,我赢职场,Vocational Edu.,3000,3000,3000,A,A
2015,Dec,Dec-15,Q4,2015 Q4,我赢职场,Vocational Edu.,2000,2000,2000,Pre-B,B
2016,Dec,Dec-16,Q4,2016 Q4,我赢职场,Vocational Edu.,8000,8000,8000,B,B
2018,Jan,Jan-18,Q1,2018 Q1,沃邦国际教育,Language Learning,0,0,5000,Strategic Investment,Strategic Investment
2017,Nov,Nov-17,Q4,2017 Q4,无学网络,SaaS & Informatization,200,200,200,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,五六点教育,Early Childhood Edu.,1100,1100,1100,A,A
2018,Mar,Mar-18,Q1,2018 Q1,舞邦,Vocational Edu.,2000,2000,2000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,西瓜创客,STEM,5000,5000,5000,A,A
2017,Aug,Aug-17,Q3,2017 Q3,西普教育,Higher Edu.,4000,4000,4000,新三板,NEEQ Fund-raising
2016,Nov,Nov-16,Q4,2016 Q4,希嘉教育,Higher Edu.,2400,2400,2400,Strategic Investment,Strategic Investment
2018,Jun,Jun-18,Q2,2018 Q2,悉之教育,K12,1000,1000,1000,Seed/Angel,Seed/Angel
2014,Dec,Dec-14,Q4,2014 Q4,夏加儿教育,Enrichment Programs,未透露,0,0,Strategic Investment,Strategic Investment
2016,Oct,Oct-16,Q4,2016 Q4,夏加儿教育,Enrichment Programs,数千万人民币,2000,2000,A,A
2017,Jan,Jan-17,Q1,2017 Q1,夏加儿教育,Enrichment Programs,千万级人民币,1000,1000,A+,A
2018,Jul,Jul-18,Q3,2018 Q3,夏加儿教育,Enrichment Programs,未透露,0,0,Pre-B,B
2017,Jan,Jan-17,Q1,2017 Q1,先声教育,Language Learning,2000,2000,2000,Pre-A,Pre-A
2018,Mar,Mar-18,Q1,2018 Q1,先声教育,Language Learning,2000,2000,2000,A,A
2015,Aug,Aug-15,Q3,2015 Q3,弦音科技EUMLab,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2015,Jun,Jun-15,Q2,2015 Q2,小伴龙,Early Childhood Edu.,2000,2000,2000,B,B
2018,Apr,Apr-18,Q2,2018 Q2,小贝尔实验室,STEM,400,400,400,Seed/Angel,Seed/Angel
2018,Jan,Jan-18,Q1,2018 Q1,小编程家,STEM,200,200,200,Pre-A,Pre-A
2017,Mar,Mar-17,Q1,2017 Q1,小步亲子,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2018,Mar,Mar-18,Q1,2018 Q1,小步亲子,Early Childhood Edu.,1300,1300,1300,Pre-A,Pre-A
2018,Apr,Apr-18,Q2,2018 Q2,小袋鼠艺术,Enrichment Programs,600,600,600,A,A
2016,Apr,Apr-16,Q2,2016 Q2,小灯塔,Vocational Edu.,1000万人民币,1000,1000,Seed/Angel,Seed/Angel
2016,Nov,Nov-16,Q4,2016 Q4,小灯塔,Vocational Edu.,未披露,0,0,Strategic Investment,Strategic Investment
2017,May,May-17,Q2,2017 Q2,小灯塔,Vocational Edu.,数千万人民币,2000,2000,A,A
2018,Aug,Aug-18,Q3,2018 Q3,小灯塔,Vocational Edu.,数千万人民币,2000,2000,B,B
2018,Mar,Mar-18,Q1,2018 Q1,小豆伴,Early Childhood Edu.,500,500,500,Seed/Angel,Seed/Angel
2017,Apr,Apr-17,Q2,2017 Q2,小逗网络,Higher Edu.,2000,2000,2000,Pre-A,Pre-A
2015,Sep,Sep-15,Q3,2015 Q3,小海豚上门早教,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2016,Nov,Nov-16,Q4,2016 Q4,小河说,Vocational Edu.,200,200,200,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,小猴科技,SaaS & Informatization,0,0,800,Seed/Angel,Seed/Angel
2015,Nov,Nov-15,Q4,2015 Q4,小酱油,Higher Edu.,2000,2000,2000,Pre-A,Pre-A
2017,Jan,Jan-17,Q1,2017 Q1,小马学院,Enrichment Programs,0,0,6000,Undiscloused,Undiscloused
2017,Jul,Jul-17,Q3,2017 Q3,小码教育(小码王) ,STEM,2000,2000,2000,A,A
2018,May,May-18,Q2,2018 Q2,小码王,STEM,13000,13000,13000,B,B
2017,Mar,Mar-17,Q1,2017 Q1,小牛顿,Early Childhood Edu.,6000,6000,6000,Pre-A,Pre-A
2018,Apr,Apr-18,Q2,2018 Q2,小牛教育,SaaS & Informatization,2000,2000,2000,A,A
2015,Sep,Sep-15,Q3,2015 Q3,小牛学堂,Vocational Edu.,400,400,400,Pre-A,Pre-A
2017,Apr,Apr-17,Q2,2017 Q2,小钱班克,Enrichment Programs,1000,1000,1000,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,小善科技,Vocational Edu.,0,0,4000,A+,A
2014,Jul,Jul-14,Q3,2014 Q3,小水滴课堂,Early Childhood Edu.,1500万人民币,1500,1500,Seed/Angel,Seed/Angel
2015,Dec,Dec-15,Q4,2015 Q4,小水滴课堂,Early Childhood Edu.,3000万人民币,3000,3000,A,A
2016,Mar,Mar-16,Q1,2016 Q1,小水滴课堂,Early Childhood Edu.,未披露,0,0,Undiscloused,Undiscloused
2017,Nov,Nov-17,Q4,2017 Q4,小水滴课堂,Early Childhood Edu.,未披露,0,0,A+,A
2018,Sep,Sep-18,Q3,2018 Q3,小水滴课堂,Early Childhood Edu.,5000万人民币,5000,5000,Strategic Investment,Strategic Investment
2017,Jul,Jul-17,Q3,2017 Q3,小象学院(小象科技) ,Vocational Edu.,2000,2000,2000,Pre-A,Pre-A
2017,Dec,Dec-17,Q4,2017 Q4,小小包麻麻,Early Childhood Edu.,14000,14000,14000,B,B
2015,Oct,Oct-15,Q4,2015 Q4,小小牛,Early Childhood Edu.,200,200,200,Seed/Angel,Seed/Angel
2017,May,May-17,Q2,2017 Q2,小熊吉他,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,小灶能力,Vocational Edu.,数千万,2000,2000,Pre-A,Pre-A
2016,Mar,Mar-16,Q1,2016 Q1,小知科技,K12,3250,3250,3250,Seed/Angel,Seed/Angel
2016,May,May-16,Q2,2016 Q2,晓羊教育,SaaS & Informatization,1600,1600,1600,Seed/Angel,Seed/Angel
2016,Aug,Aug-16,Q3,2016 Q3,晓羊教育,SaaS & Informatization,0,0,1600,Pre-A,Pre-A
2017,Jul,Jul-17,Q3,2017 Q3,晓羊教育,SaaS & Informatization,2000,2000,2000,A,A
2018,May,May-18,Q2,2018 Q2,晓羊教育,SaaS & Informatization,2000,2000,2000,A+,A
2016,Mar,Mar-16,Q1,2016 Q1,校伴,SaaS & Informatization,20,20,20,Seed/Angel,Seed/Angel
2017,Dec,Dec-17,Q4,2017 Q4,校宝在线,SaaS & Informatization,10000,10000,10000,C,C
2018,May,May-18,Q2,2018 Q2,校宝在线,SaaS & Informatization,10000,10000,10000,C+,C
2018,Apr,Apr-18,Q2,2018 Q2,校管家,SaaS & Informatization,4600,4600,4600,A,A
2015,Jun,Jun-15,Q2,2015 Q2,校鹿,Study Abroad Services,200,200,200,Seed/Angel,Seed/Angel
2017,Jul,Jul-17,Q3,2017 Q3,校谱网,Study Abroad Services,100,100,100,Seed/Angel,Seed/Angel
2015,Jun,Jun-15,Q2,2015 Q2,校讯通/河北皇典,K12,2450,2450,2450,A,A
2018,Aug,Aug-18,Q3,2018 Q3,校易收/蝉鸣科技,SaaS & Informatization,数千万人民币,2000,2000,Pre-A,Pre-A
2018,May,May-18,Q2,2018 Q2,校长家科技,SaaS & Informatization,0,0,3000,Pre-A,Pre-A
2016,Oct,Oct-16,Q4,2016 Q4,心呼吸,Vocational Edu.,0,0,800,Seed/Angel,Seed/Angel
2018,Jul,Jul-18,Q3,2018 Q3,心竺公考,Vocational Edu.,600万人民币,600,600,Seed/Angel,Seed/Angel
2016,Sep,Sep-16,Q3,2016 Q3,新道科技,Higher Edu.,18900,18900,18900,B,B
2016,Sep,Sep-16,Q3,2016 Q3,新节奏,Enrichment Programs,1100,1100,1100,Pre-A,Pre-A
2018,Mar,Mar-18,Q1,2018 Q1,新爵科技,Early Childhood Edu.,800,800,800,Pre-A,Pre-A
2017,Jun,Jun-17,Q2,2017 Q2,新脑力,Paid Knowledge,0,0,6000,Undiscloused,Undiscloused
2017,Dec,Dec-17,Q4,2017 Q4,新生涯,K12,200,200,200,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,新时代区块链研究院,Vocational Edu.,150,150,150,Seed/Angel,Seed/Angel
2018,Feb,Feb-18,Q1,2018 Q1,新世相,Paid Knowledge,10000,10000,10000,B,B
2015,Sep,Sep-15,Q3,2015 Q3,新新家长,K12,200,200,200,Seed/Angel,Seed/Angel
2016,Jun,Jun-16,Q2,2016 Q2,新学说,Others,500万人民币,500,500,Seed/Angel,Seed/Angel
2016,Sep,Sep-16,Q3,2016 Q3,新学说,Others,未披露,0,0,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,新学说,Others,数千万人民币,2000,2000,Pre-A,Pre-A
2017,Sep,Sep-17,Q3,2017 Q3,新舟教育,K12,2000,2000,2000,A,A
2015,Dec,Dec-15,Q4,2015 Q4,鑫益嘉,STEM,1221人民币,1221,1221,定向增发,NEEQ Fund-raising
2017,Jan,Jan-17,Q1,2017 Q1,鑫益嘉,STEM,3000万人民币,3000,3000,定向增发,NEEQ Fund-raising
2018,Sep,Sep-18,Q3,2018 Q3,鑫益嘉,STEM,6000万人民币,6000,6000,Strategic Investment,Strategic Investment
2015,Mar,Mar-15,Q1,2015 Q1,星空琴行,Enrichment Programs,12740,12740,12740,C,C
2018,Jul,Jul-18,Q3,2018 Q3,星马教育,Language Learning,7000万人民币,7000,7000,A,A
2015,Nov,Nov-15,Q4,2015 Q4,星天乐园,Early Childhood Edu.,2000,2000,2000,Pre-A,Pre-A
2016,May,May-16,Q2,2016 Q2,兄弟连,Vocational Edu.,12500,12500,12500,A,A
2015,Apr,Apr-15,Q2,2015 Q2,选课网,Others,1274,1274,1274,A,A
2015,Jun,Jun-15,Q2,2015 Q2,选师无忧,K12,1000,1000,1000,Seed/Angel,Seed/Angel
2016,May,May-16,Q2,2016 Q2,选师无忧,K12,6000,6000,6000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,学霸公社,Study Abroad Services,0,0,12000,B+,B
2014,Jul,Jul-14,Q3,2014 Q3,学吧教育,K12,200,200,200,Seed/Angel,Seed/Angel
2015,Jun,Jun-15,Q2,2015 Q2,学吧课堂,K12,2000,2000,2000,Pre-A,Pre-A
2018,Mar,Mar-18,Q1,2018 Q1,学邦技术,SaaS & Informatization,2000,2000,2000,Strategic Investment,Strategic Investment
2017,Nov,Nov-17,Q4,2017 Q4,学程无忧,K12,300,300,300,Seed/Angel,Seed/Angel
2016,Nov,Nov-16,Q4,2016 Q4,学点云,SaaS & Informatization,1000,1000,1000,Pre-A,Pre-A
2014,Mar,Mar-14,Q1,2014 Q1,学尔森教育,Vocational Edu.,10000,10000,10000,A,A
2016,Nov,Nov-16,Q4,2016 Q4,学加加,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2015,Oct,Oct-15,Q4,2015 Q4,学科网,K12,19110,19110,19110,Pre-IPO,Pre-IPO
2014,Oct,Oct-14,Q4,2014 Q4,学乐,K12,2000,2000,2000,A,A
2015,May,May-15,Q2,2015 Q2,学乐,K12,10000,10000,10000,B,B
2016,Oct,Oct-16,Q4,2016 Q4,学乐,K12,0,0,12740,C,C
2016,Oct,Oct-16,Q4,2016 Q4,学乐云,SaaS & Informatization,13600,13600,13600,C,C
2017,Jun,Jun-17,Q2,2017 Q2,学两招,SaaS & Informatization,200,200,200,Seed/Angel,Seed/Angel
2014,Dec,Dec-14,Q4,2014 Q4,学堂在线,Higher Edu.,9750,9750,9750,A,A
2015,Jul,Jul-15,Q3,2015 Q3,学堂在线,Higher Edu.,1760,1760,1760,B,B
2016,Oct,Oct-16,Q4,2016 Q4,学问Live,Higher Edu.,500,500,500,Seed/Angel,Seed/Angel
2014,Jun,Jun-14,Q2,2014 Q2,学习宝,K12,1950,1950,1950,A,A
2015,Sep,Sep-15,Q3,2015 Q3,学信科技,SaaS & Informatization,6500,6500,6500,A,A
2016,Dec,Dec-16,Q4,2016 Q4,学音悦,Enrichment Programs,2000,2000,2000,Pre-A,Pre-A
2017,Mar,Mar-17,Q1,2017 Q1,丫哥,Early Childhood Edu.,1000,1000,1000,Pre-A,Pre-A
2016,Mar,Mar-16,Q1,2016 Q1,严师书院,K12,2000,2000,2000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,阳阳魔法教育,Language Learning,200,200,200,Pre-A,Pre-A
2017,Feb,Feb-17,Q1,2017 Q1,腰果公考,Vocational Edu.,2000,2000,2000,Undiscloused,Undiscloused
2018,Jun,Jun-18,Q2,2018 Q2,一码学程,STEM,200,200,200,Seed/Angel,Seed/Angel
2015,Nov,Nov-15,Q4,2015 Q4,一米辅导,K12,1000,1000,1000,Seed/Angel,Seed/Angel
2017,Mar,Mar-17,Q1,2017 Q1,一米辅导,K12,3000,3000,3000,Undiscloused,Undiscloused
2015,Jun,Jun-15,Q2,2015 Q2,一米智联,K12,2000,2000,2000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,一起竞赛,K12,200,200,200,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,一起学语文,K12,数百万人民币,200,200,Seed/Angel,Seed/Angel
2015,Aug,Aug-15,Q3,2015 Q3,一维弦机器人,Enrichment Programs,20,20,20,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,一休数学,Enrichment Programs,数百万人民币,200,200,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,一休数学,Enrichment Programs,数千万人民币,2000,2000,Seed/Angel,Seed/Angel
2018,Sep,Sep-18,Q3,2018 Q3,一呀汉语,Language Learning,300万人民币,300,300,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,一一英语,Language Learning,1200万元,1200,1200,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,医百科技,Vocational Edu.,1500,1500,1500,A,A
2017,Jun,Jun-17,Q2,2017 Q2,咿啦看书,Early Childhood Edu.,5000,5000,5000,A,A
2018,Jan,Jan-18,Q1,2018 Q1,咿啦看书,Early Childhood Edu.,4000,4000,4000,A+,A
2014,Mar,Mar-14,Q1,2014 Q1,壹枱智能钢琴,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2016,May,May-16,Q2,2016 Q2,壹医考,Vocational Edu.,900,900,900,Pre-A,Pre-A
2016,Dec,Dec-16,Q4,2016 Q4,壹医考,Vocational Edu.,2000,2000,2000,A,A
2018,Aug,Aug-18,Q3,2018 Q3,乂渠,K12,1300万人民币,1300,1300,Pre-A,Pre-A
2017,Nov,Nov-17,Q4,2017 Q4,艺朝艺夕,Enrichment Programs,16000,16000,16000,B,B
2017,Oct,Oct-17,Q4,2017 Q4,艺狗盒子,STEM,600,600,600,Seed/Angel,Seed/Angel
2018,Oct,Oct-18,Q4,2018 Q4,艺考查查,K12,1000万人民币,1000,1000,Seed/Angel,Seed/Angel
2017,Mar,Mar-17,Q1,2017 Q1,艺起来小音咖,Enrichment Programs,200,200,200,Pre-A,Pre-A
2017,Apr,Apr-17,Q2,2017 Q2,艺师汇,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2017,Apr,Apr-17,Q2,2017 Q2,艺学汇,Enrichment Programs,400,400,400,Seed/Angel,Seed/Angel
2015,Sep,Sep-15,Q3,2015 Q3,艺友网,Enrichment Programs,500,500,500,Seed/Angel,Seed/Angel
2016,Jul,Jul-16,Q3,2016 Q3,异乡好居,Study Abroad Services,5000,5000,5000,A,A
2016,Dec,Dec-16,Q4,2016 Q4,易方科教,STEM,2000,2000,2000,Pre-A,Pre-A
2015,May,May-15,Q2,2015 Q2,易观企业教育,Vocational Edu.,4000,4000,4000,A,A
2017,May,May-17,Q2,2017 Q2,易乐学车,Vocational Edu.,0,0,800,Seed/Angel,Seed/Angel
2015,Jan,Jan-15,Q1,2015 Q1,易题库,K12,2000,2000,2000,A,A
2018,Mar,Mar-18,Q1,2018 Q1,益起玩,Early Childhood Edu.,80,80,80,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,溢米辅导,K12,6500,6500,6500,B,B
2016,Apr,Apr-16,Q2,2016 Q2,翼鸥教育,SaaS & Informatization,3250,3250,3250,A,A
2017,Mar,Mar-17,Q1,2017 Q1,翼鸥教育,SaaS & Informatization,8000,8000,8000,A+,A
2016,Apr,Apr-16,Q2,2016 Q2,音乐e家,Enrichment Programs,500,500,500,Seed/Angel,Seed/Angel
2015,Aug,Aug-15,Q3,2015 Q3,音乐笔记-银河润泰,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2017,Oct,Oct-17,Q4,2017 Q4,音乐笔记-银河润泰,Enrichment Programs,2000,2000,2000,A,A
2017,Sep,Sep-17,Q3,2017 Q3,音乐而聚,Enrichment Programs,520,520,520,Seed/Angel,Seed/Angel
2017,May,May-17,Q2,2017 Q2,音熊音乐陪练机器人,Enrichment Programs,200,200,200,Seed/Angel,Seed/Angel
2016,Jul,Jul-16,Q3,2016 Q3,英晨国际,Enrichment Programs,300,300,300,Seed/Angel,Seed/Angel
2018,May,May-18,Q2,2018 Q2,英盼教育,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2016,Apr,Apr-16,Q2,2016 Q2,英盛网,Vocational Edu.,1000,1000,1000,A,A
2018,Sep,Sep-18,Q3,2018 Q3,英托比亚,Language Learning,500万人民币,500,500,Seed/Angel,Seed/Angel
2014,Jun,Jun-14,Q2,2014 Q2,英语说,Language Learning,200,200,200,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,英语小神童,Language Learning,1300,1300,1300,Pre-A,Pre-A
2015,Jul,Jul-15,Q3,2015 Q3,樱桃老师,Early Childhood Edu.,0,0,800,Seed/Angel,Seed/Angel
2016,Apr,Apr-16,Q2,2016 Q2,鹦鹉螺,K12,2400,2400,2400,A,A
2017,Feb,Feb-17,Q1,2017 Q1,影享上大学,Higher Edu.,200,200,200,Seed/Angel,Seed/Angel
2018,Jun,Jun-18,Q2,2018 Q2,优贝乐,STEM,2000,2000,2000,Seed/Angel,Seed/Angel
2017,Jul,Jul-17,Q3,2017 Q3,优贝甜,Enrichment Programs,180,180,180,Seed/Angel,Seed/Angel
2018,Apr,Apr-18,Q2,2018 Q2,优才创智,Vocational Edu.,2000,2000,2000,B,B
2015,Nov,Nov-15,Q4,2015 Q4,优才学院,Vocational Edu.,2000,2000,2000,A,A
2017,Oct,Oct-17,Q4,2017 Q4,优读书院,K12,1000,1000,1000,Pre-A,Pre-A
2017,Jun,Jun-17,Q2,2017 Q2,优读学院,K12,0,0,6000,Undiscloused,Undiscloused
2016,Jun,Jun-16,Q2,2016 Q2,优儿学堂,Early Childhood Edu.,500万人民币,500,500,Seed/Angel,Seed/Angel
2016,Jun,Jun-16,Q2,2016 Q2,优儿学堂,Early Childhood Edu.,千万级人民币,1000,1000,Pre-A,Pre-A
2017,Oct,Oct-17,Q4,2017 Q4,优儿学堂,Early Childhood Edu.,数千万人民币,2000,2000,A,A
2018,Jul,Jul-18,Q3,2018 Q3,优儿学堂,Early Childhood Edu.,1.5亿人民币,15000,15000,A+,A
2015,Jul,Jul-15,Q3,2015 Q3,优思家教,K12,300,300,300,Seed/Angel,Seed/Angel
2014,Aug,Aug-14,Q3,2014 Q3,优择世通,Study Abroad Services,2000,2000,2000,A,A
2018,Jun,Jun-18,Q2,2018 Q2,优志愿,K12,1000,1000,1000,A+,A
2015,Mar,Mar-15,Q1,2015 Q1,悠游堂,Early Childhood Edu.,20000,20000,20000,Pre-IPO,Pre-IPO
2018,May,May-18,Q2,2018 Q2,游道篮球,Enrichment Programs,1500,1500,1500,Pre-A,Pre-A
2017,Nov,Nov-17,Q4,2017 Q4,游美国际,Study Abroad Services,1000,1000,1000,Pre-A,Pre-A
2015,Nov,Nov-15,Q4,2015 Q4,游子曰,Study Abroad Services,800,800,800,A,A
2016,Dec,Dec-16,Q4,2016 Q4,友邻优课,Language Learning,0,0,4000,A,A
2018,Apr,Apr-18,Q2,2018 Q2,有道翻译,Language Learning,0,0,5000,Strategic Investment,Strategic Investment
